Q5R654.1	Q5R654.1	100.000	426	0	0	1	426	1	426	0.0	884
Q5R654.1	Q16576.1	99.061	426	3	1	1	426	1	425	0.0	872
Q5R654.1	Q60973.1	98.826	426	4	1	1	426	1	425	0.0	871
Q5R654.1	Q3SWX8.1	98.592	426	5	1	1	426	1	425	0.0	868
Q5R654.1	Q8AVH1.1	93.897	426	25	1	1	426	1	425	0.0	832
Q5R654.1	Q6P315.1	93.662	426	26	1	1	426	1	425	0.0	831
Q5R654.1	Q9I8G9.1	92.723	426	29	2	1	426	1	424	0.0	822
Q5R654.1	Q7ZTY4.1	88.290	427	48	2	1	426	1	426	0.0	787
Q5R654.1	Q09028.3	88.290	427	47	3	1	426	1	425	0.0	781
Q5R654.1	Q5RF92.3	88.056	427	48	3	1	426	1	425	0.0	779
Q5R654.1	Q9W7I5.3	88.056	427	48	3	1	426	1	425	0.0	778
Q5R654.1	Q6INH0.3	87.588	427	50	3	1	426	1	425	0.0	777
Q5R654.1	Q5M7K4.3	87.588	427	50	3	1	426	1	425	0.0	776
Q5R654.1	O93377.3	86.651	427	54	3	1	426	1	425	0.0	769
Q5R654.1	Q6P3H7.3	86.824	425	53	3	1	423	1	424	0.0	766
Q5R654.1	Q24572.1	85.000	420	62	1	3	422	8	426	0.0	758
Q5R654.1	Q24572.1	22.424	165	106	3	122	276	276	428	0.008	42.0
Q5R654.1	Q61Y48.2	70.142	422	118	5	1	422	1	414	0.0	623
Q5R654.1	P90916.2	69.575	424	121	5	1	424	1	416	0.0	615
Q5R654.1	Q54SD4.1	65.291	412	139	3	11	421	8	416	0.0	575
Q5R654.1	O22467.1	66.833	401	130	3	14	413	15	413	0.0	563
Q5R654.1	O22466.1	65.842	404	135	3	11	413	12	413	0.0	555
Q5R654.1	Q10G81.1	65.686	408	136	4	14	420	19	423	0.0	550
Q5R654.1	Q4P553.2	51.264	435	197	5	1	422	1	433	5.34e-162	466
Q5R654.1	P0CS36.1	51.069	421	200	3	7	422	16	435	1.44e-156	452
Q5R654.1	P90917.1	52.369	401	182	6	17	413	11	406	6.48e-150	434
Q5R654.1	Q4WEI5.1	49.640	417	198	6	14	422	23	435	1.72e-147	429
Q5R654.1	Q2UA71.1	49.522	418	199	6	14	423	23	436	7.23e-147	427
Q5R654.1	O22468.1	53.102	403	170	8	16	413	14	402	1.80e-146	426
Q5R654.1	O22469.2	52.000	400	173	8	16	410	15	400	2.58e-143	418
Q5R654.1	O94244.1	49.161	417	196	7	13	422	23	430	1.52e-138	406
Q5R654.1	Q4I7L0.2	47.506	421	207	7	8	422	20	432	3.07e-137	402
Q5R654.1	Q7S7N3.2	45.578	441	217	7	1	422	1	437	9.52e-136	399
Q5R654.1	Q8SRK1.1	38.557	402	226	7	6	406	1	382	3.82e-96	296
Q5R654.1	O14021.1	40.494	405	233	6	12	413	22	421	4.98e-95	295
Q5R654.1	Q6CSI1.1	39.192	421	231	9	8	420	5	408	1.46e-91	285
Q5R654.1	Q6BK34.1	38.702	416	222	9	8	413	13	405	4.71e-91	284
Q5R654.1	Q75C99.1	37.562	402	219	9	11	410	39	410	5.41e-88	276
Q5R654.1	Q6C7Q4.1	37.713	411	237	7	12	412	40	441	3.29e-87	275
Q5R654.1	Q6FXI8.1	36.935	398	231	8	12	408	26	404	1.11e-83	265
Q5R654.1	P39984.1	35.859	396	232	6	16	408	10	386	4.11e-83	263
Q5R654.1	Q59RH5.1	36.235	425	220	9	6	422	1	382	9.74e-78	248
Q5R654.1	O22607.3	32.613	463	248	12	4	422	52	494	5.66e-62	211
Q5R654.1	Q9SU78.2	31.778	450	243	13	12	422	50	474	1.10e-57	199
Q5R654.1	Q9Y825.1	31.941	407	240	12	13	403	17	402	2.07e-53	186
Q5R654.1	P13712.1	30.166	421	245	14	16	408	19	418	2.01e-48	173
Q5R654.1	Q9ZUN8.1	32.000	325	182	10	119	416	155	467	2.48e-35	139
Q5R654.1	Q54ED4.1	29.744	390	239	14	31	396	92	470	4.59e-34	135
Q5R654.1	Q54ED4.1	20.101	199	131	4	219	404	186	369	2.56e-07	56.2
Q5R654.1	Q9P783.1	28.040	403	237	18	28	398	91	472	5.64e-27	115
Q5R654.1	Q810D6.2	31.020	245	149	10	161	394	199	434	7.82e-26	112
Q5R654.1	Q810D6.2	23.669	169	114	4	241	406	183	339	5.50e-06	52.0
Q5R654.1	Q5XI13.1	30.612	245	150	10	161	394	198	433	1.22e-25	111
Q5R654.1	Q5XI13.1	23.669	169	114	4	241	406	182	338	9.27e-07	54.3
Q5R654.1	Q9BQ67.1	29.796	245	152	10	161	394	199	434	1.28e-25	111
Q5R654.1	Q9BQ67.1	25.000	96	61	3	309	404	207	291	0.82	35.4
Q5R654.1	Q1JQD2.1	30.894	246	148	11	161	394	199	434	5.06e-25	109
Q5R654.1	Q1JQD2.1	25.000	96	61	3	309	404	207	291	0.79	35.4
Q5R654.1	Q04225.1	23.762	404	269	15	28	403	115	507	1.01e-18	91.7
Q5R654.1	O75529.1	30.315	254	141	13	172	423	338	557	1.21e-18	91.7
Q5R654.1	Q9XF57.2	30.159	189	118	5	158	346	91	265	4.67e-18	87.8
Q5R654.1	Q9XF57.2	25.568	176	115	3	229	404	63	222	8.35e-11	66.2
Q5R654.1	Q54WA3.1	24.047	341	204	11	73	406	19	311	2.44e-17	85.5
Q5R654.1	Q91WQ5.1	30.159	252	144	12	172	423	338	557	8.12e-17	85.9
Q5R654.1	O00628.1	27.778	216	135	6	135	349	79	274	3.27e-16	82.4
Q5R654.1	O00628.1	25.000	120	76	2	285	404	80	185	2.19e-04	46.6
Q5R654.1	F4KB17.1	29.344	259	153	10	145	403	28	256	8.57e-16	83.2
Q5R654.1	F4KB17.1	23.164	177	76	6	270	404	14	172	3.19e-05	50.1
Q5R654.1	Q15542.3	29.084	251	141	11	172	419	539	755	1.07e-15	82.8
Q5R654.1	Q8W1K8.1	26.587	252	150	10	162	407	20	242	1.25e-15	81.3
Q5R654.1	P97865.1	26.389	216	138	5	135	349	74	269	1.72e-15	80.1
Q5R654.1	P97865.1	26.667	180	122	3	167	346	141	310	2.45e-10	64.7
Q5R654.1	P97865.1	23.684	228	149	7	180	406	66	269	1.80e-09	62.0
Q5R654.1	P97865.1	28.421	190	114	8	172	351	7	184	4.85e-09	60.8
Q5R654.1	Q8C092.1	28.685	251	142	11	172	419	540	756	1.84e-15	82.0
Q5R654.1	Q8R537.1	26.389	216	138	5	135	349	74	269	1.86e-15	80.1
Q5R654.1	Q8R537.1	26.667	180	122	3	167	346	141	310	3.28e-10	64.3
Q5R654.1	Q8R537.1	29.412	187	116	8	172	351	7	184	2.05e-09	62.0
Q5R654.1	Q8R537.1	23.246	228	150	7	180	406	66	269	7.30e-09	60.5
Q5R654.1	Q8H0T9.3	30.769	260	148	11	145	403	28	256	4.02e-15	81.3
Q5R654.1	Q8H0T9.3	24.294	177	74	6	270	404	14	172	6.51e-06	52.0
Q5R654.1	Q8YRI1.1	29.108	213	121	9	192	404	1047	1229	8.02e-15	80.5
Q5R654.1	Q8YRI1.1	29.907	214	120	9	192	405	1173	1356	6.30e-14	77.8
Q5R654.1	Q8YRI1.1	28.037	214	124	8	192	405	921	1104	7.87e-14	77.4
Q5R654.1	Q8YRI1.1	31.056	161	95	7	192	352	1341	1485	3.09e-07	56.6
Q5R654.1	O80990.2	27.490	251	150	9	172	405	114	349	7.40e-14	75.9
Q5R654.1	O80990.2	25.503	149	86	7	268	406	16	149	0.14	37.7
Q5R654.1	Q7ZUV2.1	29.956	227	135	11	167	386	54	263	1.73e-13	75.9
Q5R654.1	Q7ZUV2.1	25.946	185	111	8	222	404	16	176	7.27e-10	64.7
Q5R654.1	P49695.1	27.165	254	116	9	192	405	516	740	2.12e-13	75.5
Q5R654.1	P49695.1	29.775	178	106	9	172	348	581	740	1.21e-07	57.4
Q5R654.1	P49695.1	25.143	175	105	9	248	422	480	628	1.78e-04	47.4
Q5R654.1	P43254.2	25.795	283	178	10	120	402	367	617	6.70e-13	73.9
Q5R654.1	O42248.1	27.000	300	181	13	122	419	14	277	8.49e-13	72.0
Q5R654.1	O42248.1	23.958	192	124	9	218	405	7	180	4.26e-04	45.4
Q5R654.1	P27133.2	29.545	176	104	8	183	346	33	200	9.57e-13	73.2
Q5R654.1	P27133.2	26.126	111	71	5	312	419	75	177	1.4	34.7
Q5R654.1	P27133.2	23.333	120	85	3	184	303	90	202	6.6	32.7
Q5R654.1	Q873A1.1	26.852	216	136	6	190	402	85	281	9.79e-13	73.9
Q5R654.1	Q873A1.1	24.571	175	110	5	133	304	173	328	0.016	41.2
Q5R654.1	Q873A1.1	19.048	231	160	8	122	347	118	326	0.058	39.7
Q5R654.1	Q93134.1	26.280	293	180	12	121	412	13	270	1.93e-12	71.2
Q5R654.1	Q8N136.1	28.910	211	121	8	192	402	107	288	2.19e-12	71.6
Q5R654.1	Q8N136.1	28.511	235	129	11	172	402	173	372	9.94e-09	60.5
Q5R654.1	Q8N136.1	26.794	209	109	7	172	345	215	414	1.92e-08	59.7
Q5R654.1	O24076.1	26.990	289	168	16	135	418	27	277	2.62e-12	70.9
Q5R654.1	Q55AR8.1	23.511	319	186	12	120	404	59	353	2.84e-12	70.9
Q5R654.1	Q9D7H2.1	26.800	250	149	12	157	406	24	239	4.79e-12	70.1
Q5R654.1	Q9D7H2.1	26.609	233	144	10	172	404	77	282	3.75e-09	61.2
Q5R654.1	B4KKN1.1	27.225	191	125	4	159	349	234	410	5.67e-12	70.5
Q5R654.1	B4KKN1.1	22.267	247	158	9	170	402	138	364	0.025	40.4
Q5R654.1	O13923.1	27.322	183	102	6	183	346	34	204	5.75e-12	70.9
Q5R654.1	O13923.1	25.547	137	92	5	276	408	38	168	3.24e-04	46.6
Q5R654.1	O13923.1	21.327	211	140	6	112	312	68	262	0.004	43.1
Q5R654.1	Q54JS5.1	25.571	219	136	8	192	406	86	281	6.04e-12	71.2
Q5R654.1	Q54JS5.1	22.685	216	144	6	138	349	85	281	2.75e-09	62.8
Q5R654.1	Q54JS5.1	22.346	179	122	3	231	405	71	236	2.68e-06	53.5
Q5R654.1	Q3Y8L7.1	26.641	259	147	10	172	403	175	417	7.22e-12	70.5
Q5R654.1	Q3Y8L7.1	26.582	158	93	9	248	404	115	250	3.79e-04	46.2
Q5R654.1	Q0VC24.1	29.545	176	110	6	167	342	248	409	8.39e-12	70.1
Q5R654.1	Q0VC24.1	26.286	175	112	7	220	385	251	417	1.17e-04	47.8
Q5R654.1	Q0VC24.1	23.684	228	130	9	198	402	164	370	0.002	43.9
Q5R654.1	P49026.1	26.510	298	175	16	135	426	28	287	9.39e-12	69.3
Q5R654.1	O13282.1	25.397	252	157	10	170	421	373	593	9.46e-12	70.5
Q5R654.1	Q8NHY2.1	27.149	221	132	7	182	402	476	667	1.16e-11	70.1
Q5R654.1	P93340.1	26.174	298	176	16	135	426	28	287	1.18e-11	68.9
Q5R654.1	Q6DJD8.1	25.188	266	184	8	107	368	16	270	1.22e-11	69.7
Q5R654.1	Q6DJD8.1	23.171	82	56	2	323	404	88	162	0.41	36.6
Q5R654.1	Q6DJD8.1	37.143	35	22	0	372	406	80	114	6.6	32.7
Q5R654.1	Q9GZL7.2	29.545	176	110	6	167	342	248	409	1.28e-11	69.3
Q5R654.1	Q9GZL7.2	26.857	175	111	7	220	385	251	417	1.76e-04	47.0
Q5R654.1	Q9GZL7.2	24.561	228	128	9	198	402	164	370	8.08e-04	45.1
Q5R654.1	Q5REE6.1	29.545	176	110	6	167	342	248	409	1.33e-11	69.3
Q5R654.1	Q5REE6.1	26.857	175	111	7	220	385	251	417	1.76e-04	47.0
Q5R654.1	Q5REE6.1	24.561	228	128	9	198	402	164	370	6.78e-04	45.4
Q5R654.1	P46800.2	26.389	288	171	14	120	404	18	267	1.37e-11	68.6
Q5R654.1	O60907.3	27.957	186	110	8	172	349	325	494	1.38e-11	69.7
Q5R654.1	O60907.3	25.000	244	150	12	172	408	228	445	2.89e-07	56.2
Q5R654.1	O60907.3	26.702	191	114	11	168	349	404	577	1.38e-04	47.8
Q5R654.1	O60907.3	26.590	173	93	8	244	402	204	356	0.29	37.0
Q5R654.1	Q9R1A8.2	26.244	221	134	6	182	402	478	669	1.59e-11	69.7
Q5R654.1	B4MU54.1	26.154	195	130	5	159	353	238	418	2.02e-11	68.9
Q5R654.1	B4MU54.1	21.374	262	142	11	192	402	120	368	0.11	38.1
Q5R654.1	Q8K4P0.1	30.476	210	119	9	194	402	219	402	2.33e-11	69.7
Q5R654.1	Q8K4P0.1	34.783	115	65	4	187	300	297	402	1.98e-06	53.9
Q5R654.1	Q8K4P0.1	19.068	236	159	9	172	405	157	362	0.010	42.0
Q5R654.1	Q8K4P0.1	25.000	92	61	3	172	263	327	410	7.4	32.7
Q5R654.1	Q9JJA4.1	29.545	176	110	6	167	342	248	409	2.53e-11	68.6
Q5R654.1	Q9JJA4.1	25.581	258	146	10	170	402	134	370	5.77e-07	55.1
Q5R654.1	Q4R8H1.1	27.957	186	110	8	172	349	317	486	3.11e-11	68.6
Q5R654.1	Q4R8H1.1	24.590	244	151	12	172	408	220	437	1.21e-06	54.3
Q5R654.1	Q4R8H1.1	26.702	191	114	11	168	349	396	569	1.63e-04	47.4
Q5R654.1	Q4R8H1.1	26.590	173	93	8	244	402	196	348	0.19	37.7
Q5R654.1	Q0P593.1	29.108	213	118	9	192	402	107	288	3.19e-11	68.2
Q5R654.1	Q0P593.1	27.155	232	136	10	172	402	173	372	5.47e-08	58.2
Q5R654.1	Q0P593.1	23.552	259	143	10	122	345	176	414	1.30e-06	53.9
Q5R654.1	Q29KQ0.1	26.738	187	123	5	163	349	238	410	3.21e-11	68.2
Q5R654.1	Q29KQ0.1	24.800	250	148	12	170	402	138	364	0.002	43.5
Q5R654.1	P69103.1	29.054	296	159	18	118	398	1	260	3.25e-11	67.4
Q5R654.1	P69103.1	23.656	186	116	9	224	406	65	227	0.001	44.3
Q5R654.1	Q9C0J8.2	30.476	210	119	9	194	402	219	402	3.28e-11	68.9
Q5R654.1	Q9C0J8.2	34.783	115	65	4	187	300	297	402	2.51e-06	53.5
Q5R654.1	Q9C0J8.2	19.068	236	159	9	172	405	157	362	0.013	41.6
Q5R654.1	Q9C0J8.2	25.000	92	61	3	172	263	327	410	8.4	32.7
Q5R654.1	Q7PS24.3	23.264	288	182	9	137	406	73	339	3.39e-11	67.8
Q5R654.1	B4JPT9.1	25.654	191	128	4	159	349	234	410	3.60e-11	68.2
Q5R654.1	B4JPT9.1	23.200	250	152	10	170	402	138	364	0.003	43.1
Q5R654.1	Q96DI7.1	25.738	237	146	9	168	404	58	264	4.24e-11	67.4
Q5R654.1	Q96DI7.1	23.853	327	161	12	121	398	64	351	6.55e-11	67.0
Q5R654.1	Q96DI7.1	23.333	150	98	5	257	406	51	183	1.50e-05	50.4
Q5R654.1	Q9QXE7.2	27.957	186	110	8	172	349	275	444	4.36e-11	68.2
Q5R654.1	Q9QXE7.2	25.103	243	149	12	172	407	178	394	5.99e-07	55.1
